/* DATA DESCRIPTION:
Citation:	Prahl, Boris F; Boettle, Markus; Costa, Luis; Rybski, Diego; Kropp, Jürgen P (2017): Protection cost curves (low estimate) for European coastal city clusters at protection heights between 0.0 and 12.0 m based on the EVRS2000 vertical datum [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.875260, 
	In supplement to: Prahl, Boris F; Boettle, Markus; Costa, Luis; Kropp, Jürgen P; Rybski, Diego (2018): Damage and protection cost curves for coastal floods within the 600 largest European cities. Scientific Data, 5(1), 180034, https://doi.org/10.1038/sdata.2018.34
Coverage:	MEDIAN LATITUDE: 49.309668 * MEDIAN LONGITUDE: 8.146498 * SOUTH-BOUND LATITUDE: 34.696196 * WEST-BOUND LONGITUDE: -22.600370 * NORTH-BOUND LATITUDE: 69.665872 * EAST-BOUND LONGITUDE: 39.743289
Parameter(s):	Identification (ID) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: Cluster ID
	Name (Name) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: of City
	Country (Country) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	LATITUDE (Latitude) * GEOCODE * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	LONGITUDE (Longitude) * GEOCODE * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 0.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 0.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 1.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 1.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 2.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 2.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 3.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 3.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 4.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 4.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 5.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 5.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 6.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 6.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 7.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 7.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 8.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 8.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 9.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 9.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 10.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 10.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 11.0 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 11.5 m protection height (low estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 12.0 m protection height (low estimate)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	17024 data points
*/
ID (Cluster ID)	Name (of City)	Country	Latitude	Longitude	Protection cost [million EUR] (0.0 m protection height (low ...)	Protection cost [million EUR] (0.5 m protection height (low ...)	Protection cost [million EUR] (1.0 m protection height (low ...)	Protection cost [million EUR] (1.5 m protection height (low ...)	Protection cost [million EUR] (2.0 m protection height (low ...)	Protection cost [million EUR] (2.5 m protection height (low ...)	Protection cost [million EUR] (3.0 m protection height (low ...)	Protection cost [million EUR] (3.5 m protection height (low ...)	Protection cost [million EUR] (4.0 m protection height (low ...)	Protection cost [million EUR] (4.5 m protection height (low ...)	Protection cost [million EUR] (5.0 m protection height (low ...)	Protection cost [million EUR] (5.5 m protection height (low ...)	Protection cost [million EUR] (6.0 m protection height (low ...)	Protection cost [million EUR] (6.5 m protection height (low ...)	Protection cost [million EUR] (7.0 m protection height (low ...)	Protection cost [million EUR] (7.5 m protection height (low ...)	Protection cost [million EUR] (8.0 m protection height (low ...)	Protection cost [million EUR] (8.5 m protection height (low ...)	Protection cost [million EUR] (9.0 m protection height (low ...)	Protection cost [million EUR] (9.5 m protection height (low ...)	Protection cost [million EUR] (10.0 m protection height (low...)	Protection cost [million EUR] (10.5 m protection height (low...)	Protection cost [million EUR] (11.0 m protection height (low...)	Protection cost [million EUR] (11.5 m protection height (low...)	Protection cost [million EUR] (12.0 m protection height (low...)
001	Antwerp, Brussels, Ghent, Louvain	Belgium	50.98310	4.35072	829.148	1520.442	2308.951	3835.223	5449.380	7929.116	10958.328	14578.986	19569.664	26646.333	34505.523	44793.025	56004.178	69176.467	83493.970	98899.730	115241.935	132665.688	150884.352	169796.338	189500.408	209978.573	231046.005	252498.215	274407.965
002	London	United Kingdom	51.48843	-0.20368	3.124	137.793	306.540	539.500	823.816	1202.739	1647.897	2258.310	3101.619	3958.886	4881.390	5866.147	6900.301	7980.892	9104.263	10267.594	11461.335	12682.799	13925.497	15182.514	16778.496	18101.987	19440.959	20804.925	22179.070
003	Liverpool, Manchester	United Kingdom	53.48601	-2.43174	0.000	36.215	100.018	178.660	270.473	375.493	494.553	629.250	778.890	943.302	1120.973	1312.168	1515.068	1730.127	1960.687	2206.132	2469.283	2752.225	3060.726	3381.372	3716.088	4083.220	4461.175	4857.839	5274.492
004	Istanbul	Turkey	40.99156	29.03468	4.131	292.639	741.371	1295.695	2419.835	3217.516	4091.407	5032.244	6032.964	7080.692	8198.227	9340.569	10521.723	11741.426	12988.627	14264.408	15570.666	16895.847	18241.520	19608.900	21002.437	22411.569	23840.283	25292.755	26755.582
005	Hamburg	Germany	53.58154	10.01751	1500.784	2904.538	4726.722	7094.224	9757.947	12768.504	16163.637	19743.699	23507.464	27421.653	31453.356	35840.082	40118.698	44437.914	48799.961	53196.382	57874.186	62393.586	66995.413	71600.955	76258.132	80952.787	85750.858	90575.733	95500.706
006	Athens	Greece	38.01626	23.73423	7.628	145.056	359.041	622.741	931.431	1280.216	1668.359	2091.008	2543.052	3023.307	3526.252	4046.718	4584.428	5135.068	5697.503	6269.825	6851.937	7443.081	8040.869	8645.449	9257.796	9878.511	10506.967	11140.759	11779.498
007	Copenhagen	Denmark	55.70268	12.46773	252.813	877.153	1814.826	2932.870	4288.615	5688.508	7197.860	8776.027	10410.848	12099.330	13855.244	15627.984	17471.220	19316.494	21201.123	23115.500	25060.198	27022.957	29003.082	30998.475	33019.806	35057.783	37127.197	39204.643	41296.306
008	Stockholm	Sweden	59.30948	18.04422	0.000	124.261	323.360	577.036	877.307	1220.094	1604.667	2028.973	2494.392	3000.480	3580.770	4170.750	4802.687	5477.710	6200.741	6973.419	7797.137	8673.757	9641.510	10642.385	11917.729	13052.728	14244.840	15493.089	16794.989
009	Naples	Italy	40.85352	14.36066	0.008	344.795	743.550	1222.185	1765.805	2376.024	3038.778	3753.839	4513.526	5310.880	6148.291	7024.840	7927.749	8859.994	9816.014	10834.494	11834.569	12862.844	13910.880	14979.877	16067.283	17180.254	18314.879	19478.280	20677.388
010	Helsinki	Finland	60.25335	24.91644	0.000	126.279	325.986	566.132	836.677	1136.900	1466.646	1824.380	2213.448	2627.249	3068.448	3537.594	4034.611	4559.868	5113.279	5695.338	6309.014	6963.087	7652.137	8394.958	9180.005	10012.975	10894.525	11822.001	12858.494
011	Glasgow	United Kingdom	55.84640	-4.22532	0.000	53.775	167.408	311.882	489.456	702.255	948.472	1228.286	1537.415	1881.839	2257.406	2666.852	3111.783	3590.837	4095.903	4624.716	5180.331	5759.533	6353.010	6956.444	7567.433	8185.018	8815.640	9459.460	10114.548
012	Amsterdam	Netherlands	52.37763	4.79155	17337.410	21308.099	25673.759	30268.443	35253.981	40539.382	45939.253	51447.865	57054.069	62729.044	68486.267	74275.201	80119.611	85982.290	91878.236	97812.996	103763.567	109742.875	115759.964	121831.088	127915.459	134015.828	140142.182	146290.115	152469.619
013	Barcelona	Spain	41.47078	2.13499	3.844	108.370	261.882	476.318	758.200	1074.671	1433.528	1834.795	2290.200	2792.831	3347.800	3927.342	4543.757	5193.593	5871.882	6593.599	7332.390	8080.237	8839.843	9607.295	10383.632	11166.345	11954.525	12746.041	13539.420
014	Rotterdam	Netherlands	51.89067	4.47908	20902.767	25690.628	30798.193	36161.081	41792.827	47664.091	53750.800	60046.385	66520.486	73131.147	79844.721	86643.311	93501.039	100410.581	107359.502	114337.415	121335.333	128346.186	135365.575	142390.559	149421.965	156457.992	163497.673	170539.532	177582.834
015	Dublin	Ireland	53.33911	-6.27814	0.000	144.319	395.528	724.076	1117.153	1576.513	2169.742	2779.371	3445.733	4162.001	4922.619	5714.544	6537.091	7389.691	8283.658	9189.159	10115.446	11061.240	12023.990	13006.620	14007.240	15025.263	16057.023	17102.762	18165.084
016	Lisbon	Portugal	38.76976	-9.22662	0.703	63.794	166.225	316.710	491.170	703.384	946.972	1231.761	1558.970	1929.840	2332.126	2767.173	3232.349	3764.330	4293.450	4842.850	5410.852	5992.993	6590.515	7202.450	7828.335	8464.934	9123.724	9786.849	10465.400
017	Porto	Portugal	41.09668	-8.58927	0.007	29.159	73.718	128.879	201.104	294.442	404.450	537.837	692.703	869.668	1070.380	1293.184	1539.476	1809.951	2097.457	2402.587	2717.913	3046.511	3385.477	3735.034	4096.123	4466.216	4844.601	5231.963	5628.897
018	Nice, Cannes	France	43.65701	7.09790	0.000	160.530	415.562	726.201	1083.335	1480.445	1917.212	2390.559	2895.540	3431.852	4000.506	4598.020	5218.849	5861.435	6529.988	7222.001	7939.276	8676.580	9429.151	10197.510	10982.334	11781.499	12594.053	13427.209	14270.853
019	Sunderland, Newcastle upon Tyne	United Kingdom	54.95247	-1.53441	0.000	21.586	194.656	390.699	676.476	1001.385	1357.426	1744.194	2152.130	2593.742	3057.154	3549.221	4066.348	4610.913	5180.561	5767.869	6378.610	7016.526	7674.472	8349.726	9041.036	9750.403	10477.237	11220.442	11980.487
020	Bremen	Germany	53.09071	8.77558	1189.497	1720.412	2310.230	3089.431	4086.395	5123.618	6310.332	8006.278	9718.017	11773.030	14015.195	16559.840	19264.252	22197.045	25309.364	28589.734	32027.099	35720.274	39520.596	43413.627	47466.422	51625.923	55876.395	60236.382	64633.668
021	Oslo	Norway	59.90685	10.74151	0.000	102.298	275.965	498.706	765.539	1069.974	1412.941	1797.647	2226.580	2699.515	3214.695	3771.691	4375.734	5031.206	5734.749	6480.556	7264.327	8087.177	8948.111	9844.269	10772.828	11740.814	12733.306	13758.917	14813.849
022	Bordeaux	France	44.84219	-0.60646	0.000	0.000	0.000	0.000	3.151	61.346	170.009	450.321	705.845	1068.071	1535.466	2038.837	2604.682	3237.639	3922.491	4665.435	5451.251	6273.809	7142.626	8035.930	8956.017	9898.721	10855.642	11827.531	12814.279
023	Riga	Latvia	56.95079	24.13977	670.360	997.588	1389.415	1835.958	2355.435	2925.335	3626.506	4315.667	5045.391	5807.958	6623.223	7454.684	8333.729	9227.777	10183.402	11129.346	12100.354	13095.991	14106.786	15574.885	16895.871	18220.255	19999.361	21549.488	23154.561
024	Gdansk, Gdynia	Poland	54.43150	18.54087	764.492	1081.445	1449.344	1872.551	2338.257	2830.148	3350.036	3899.169	4470.085	5065.720	5682.136	6317.405	6967.161	7630.523	8319.763	9014.182	9720.587	10439.135	11169.679	11912.892	12665.068	13430.971	14207.708	14995.719	15793.150
025	Cardiff	United Kingdom	51.55577	-3.25237	0.000	45.170	108.495	188.238	280.403	386.468	503.289	631.852	771.191	919.738	1079.258	1249.505	1436.397	1673.175	1934.316	2237.353	2572.294	2962.332	3378.543	3823.212	4292.791	4783.327	5286.697	5801.857	6325.954
026	Belfast	United Kingdom	54.61120	-5.89686	0.863	132.037	351.268	626.048	949.382	1316.731	1726.639	2177.193	2667.418	3192.900	3749.637	4331.949	4938.955	5564.503	6204.831	6857.094	7519.734	8194.065	8879.910	9574.884	10278.725	10991.181	11710.394	12437.518	13169.928
027	Valencia	Spain	39.49010	-0.44424	47.886	152.614	315.826	580.360	873.020	1256.475	1638.351	2060.599	2517.734	3003.022	3516.103	4062.493	4629.856	5225.652	5847.404	6489.435	7158.387	7885.162	8613.873	9372.155	10143.819	10935.013	11744.052	12566.916	13413.144
028	Marseille	France	43.31994	5.43043	0.000	114.509	279.251	470.339	681.242	912.675	1164.734	1432.852	1712.237	2004.109	2306.058	2615.980	2933.989	3256.906	3583.275	3913.372	4245.606	4580.320	4918.636	5260.968	5606.142	5953.993	6304.534	6656.831	7011.714
029	Izmir (south)	Turkey	38.39823	27.16113	1.358	49.375	126.278	224.722	339.392	468.007	611.457	767.383	938.255	1121.309	1316.025	1521.050	1739.204	1966.857	2206.232	2452.425	2706.564	2966.476	3231.495	3499.616	3770.869	4044.482	4319.528	4595.863	4873.263
030	Gothenburg	Sweden	57.69614	11.96501	1.770	147.204	357.797	626.421	964.114	1369.843	1841.940	2381.311	2972.896	3625.663	4319.784	5029.909	5763.378	6597.005	7453.549	8286.547	9141.473	10018.890	10916.904	11883.408	12831.994	13799.078	14787.459	15819.588	16862.160
031	The Hague	Netherlands	52.05671	4.35770	6740.035	7835.263	8989.600	10227.628	11486.519	12780.042	14144.740	15530.986	16940.605	18409.148	19929.623	21509.571	23054.096	24631.527	26239.074	27926.397	29602.324	31300.473	33021.524	34755.650	36505.125	38267.462	40041.009	41825.759	43619.971
032	Bristol	United Kingdom	51.47428	-2.58265	0.000	9.335	28.805	58.032	99.554	152.355	214.546	286.032	366.906	458.111	564.226	688.490	870.388	1079.621	1349.322	1647.547	1981.002	2353.055	2747.179	3178.816	3625.078	4083.012	4550.567	5089.155	5580.463
